PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
29,5/18/2024,18:21.8,8,2,"Rodriguez, Luke",10103796,Right,UCLA,"Haskins, Trevor",695579,Right,STA_CAR,Undefined,1,Top,2,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.26872,-0.477749,-1.091199,2685.232371,127.999296,10:15,6.54332,0.43608,5.35717,-35.60466,4.61327,-4.25949,3.1281,-0.94242,77.15585,-6.993169,-1.848677,0.456437,85.0866,42.021625,34.252181,4957.855443,82.86346,86.6098,72.34382,287.48923,159.38093,47.91845,5.357444,1.83984,2.81032,-0.33472,50,6.4749,2.50821,-122.30955,-2.29319,2.77917,24.75837,-27.92893,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,647c1a40-154b-11ef-8e6c-cd53dcddf2e2,82.57965,100.40977,,7.11287,,,,1.1171,3.32601,0.87182,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,18:21.8,2024-05-18T12:18:21.8216152-07:00,2024-05-18T19:18:21.8216152Z,FlyBall,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Landis, Quintt",1000078207,Right,UCLA,826648fd-d84f-4daa-80f9-aa38dcd5a33a,55.14598,-123.34682,12.37919,6.54646,-1.12308,-13.96446,-0.43737,2.39177,1.38958,,1.12256,76.49255,-21.32994,5.147,-0.39252,-0.24813,0.09493,-0.01327,0.00067,3.31358,83.77553,-21.53467,2.58135,-0.97816,0.32247,-0.05808,0.00503,-0.00016,0.86975,52.217,-3.71015,0.19116,0.05265,-0.01741,0.00382,-0.00055,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,172.957274,75.898683,654.222761,0.243637,11:45,-0.974511,0.021784,-0.223281,55.319544,58.011216,54.446231,174.176306,1.251462,0.101444,0.02184,-0.994602,1.257952,5.8223,0.02184,0.101444,0.994602,-1.257952,-5.8223,-0.02184,-0.101444,0.994602,-174.176306,-1.251462,-0.101444,-0.02184,-0.994602
31,5/18/2024,19:18.3,8,4,"Rodriguez, Luke",10103796,Right,UCLA,"Haskins, Trevor",695579,Right,STA_CAR,Undefined,1,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.68807,1.011722,-1.541364,2479.798928,194.311059,12:30,6.88524,0.24456,5.18497,-16.01721,19.84883,4.76236,6.50283,-0.80918,81.28074,-2.032507,-0.698556,0.431035,,,,,,,,,,,,-2.79492,9.90276,-0.10492,50,6.96766,3.27053,-129.98606,1.79648,-4.76209,28.304,-15.3015,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,861ddfd0-154b-11ef-8e6c-cd53dcddf2e2,87.44628,,,8.40733,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,19:18.3,2024-05-18T12:19:18.2982360-07:00,2024-05-18T19:19:18.2982360Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Landis, Quintt",1000078207,Right,UCLA,3844c3c7-e75a-4f1e-bc23-f467d5049a28,55.31374,-131.138,14.152,6.88188,2.41923,-7.65075,-0.24198,3.46434,-2.38104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,201.896551,39.067771,1925.318462,0.776401,12:45,-0.654401,-0.278371,-0.703042,-37.753182,22.91517,-31.878651,174.12898,-1.940211,0.102231,-0.033857,-0.994184,1.950433,-5.867643,0.033857,-0.102231,0.994184,-1.950433,5.867643,-0.033857,0.102231,0.994184,-174.12898,1.940211,-0.102231,0.033857,-0.994184
32,5/18/2024,19:43.5,8,5,"Rodriguez, Luke",10103796,Right,UCLA,"Haskins, Trevor",695579,Right,STA_CAR,Undefined,1,Top,2,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.14956,1.553446,-0.783445,1334.407024,108.051922,9:30,6.45596,0.57286,4.79941,-37.93148,4.16524,-8.77004,4.76758,-0.90043,76.05901,-5.32929,-2.325225,0.466977,,,,,,,,,,,,4.06977,2.04051,-0.48681,50,6.57816,2.04638,-120.56465,1.80929,5.99752,23.17509,-29.167,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,952c65a0-154b-11ef-8e6c-cd53dcddf2e2,80.71581,,,7.09055,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,19:43.5,2024-05-18T12:19:43.5295448-07:00,2024-05-18T19:19:43.5295448Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Landis, Quintt",1000078207,Right,UCLA,6fc067c6-009a-4ae4-ac8a-f6a4b65ae522,55.70211,-121.65578,11.58754,6.46064,3.18254,-14.5835,-0.57651,1.76401,2.99876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,178.725148,75.949133,323.971636,0.242783,12:00,-0.972806,0.031698,-0.229443,66.349422,25.571745,69.404964,169.444889,-3.264423,0.182884,-0.056944,-0.981484,3.320486,-10.537788,0.056944,-0.182884,0.981484,-3.320486,10.537788,-0.056944,0.182884,0.981484,-169.444889,3.264423,-0.182884,0.056944,-0.981484
33,5/18/2024,20:02.6,8,6,"Rodriguez, Luke",10103796,Right,UCLA,"Haskins, Trevor",695579,Right,STA_CAR,Undefined,1,Top,2,2,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.74683,-2.657105,-3.635414,2332.956787,230.32427,1:45,6.28661,0.54044,5.63905,-23.87529,19.04359,21.05493,1.81124,-1.10125,73.95204,-7.153101,0.119551,0.471515,,,,,,,,,,,,-11.84178,10.94882,-0.24487,50,6.04522,6.66884,-118.24709,-6.1975,-16.55206,25.23667,-16.87013,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,a08efa70-154b-11ef-8e6c-cd53dcddf2e2,79.93895,,,7.79479,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,20:02.6,2024-05-18T12:20:02.5845976-07:00,2024-05-18T19:20:02.5845976Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Landis, Quintt",1000078207,Right,UCLA,f501150b-ae10-4e30-b219-9bba680edd45,54.86294,-119.28044,12.61834,6.28484,-5.50674,-8.43507,-0.5318,7.34659,-8.27603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,231.755962,-10.288066,2295.448109,0.983922,1:45,0.175179,-0.763644,-0.621418,-40.579342,-11.040149,-18.696965,163.451698,-3.371378,0.284331,-0.058808,-0.956921,3.516696,-16.51884,0.058808,-0.284331,0.956921,-3.516696,16.51884,-0.058808,0.284331,0.956921,-163.451698,3.371378,-0.284331,0.058808,-0.956921
34,5/18/2024,22:47.6,1,1,"Speshyock, Ryan",800631,Right,STA_CAR,"Salgado, AJ",1000213082,Left,UCLA,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.27235,-1.191331,-4.281091,2337.250246,225.214183,1:30,5.26758,2.19037,6.34908,-15.64733,17.76749,16.71166,2.8637,-0.36538,82.42295,-4.223565,-1.26721,0.416046,,,,,,,,,,,,-9.95048,9.9317,-1.88596,50,5.17317,9.19513,-132.20328,-3.15627,-17.42895,30.89425,-14.77796,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,02e40350-154c-11ef-8e6c-cd53dcddf2e2,90.59687,,,8.84939,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,22:47.6,2024-05-18T12:22:47.6023000-07:00,2024-05-18T19:22:47.6023000Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,cada8920-e760-4590-8c89-397b2f86fc02,54.15188,-133.16999,15.44712,5.26469,-2.69386,-7.38898,-2.18222,9.7405,-8.71448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,224.162535,13.549336,2272.201174,0.972169,1:30,-0.271596,-0.682031,-0.679021,-26.56338,32.71166,25.995697,174.819534,3.163067,0.090155,0.055178,-0.994398,3.176014,5.172552,0.055178,0.090155,0.994398,-3.176014,-5.172552,-0.055178,-0.090155,0.994398,-174.819534,-3.163067,-0.090155,-0.055178,-0.994398
35,5/18/2024,23:03.0,1,2,"Speshyock, Ryan",800631,Right,STA_CAR,"Salgado, AJ",1000213082,Left,UCLA,Undefined,1,Bottom,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.84687,-1.832132,-2.0414,2299.627208,234.112133,1:45,5.2573,2.05556,6.08587,-19.68647,14.14276,17.96816,1.92009,1.66347,82.60511,-5.559336,1.1951,0.418618,,,,,,,,,,,,-9.7856,8.16351,-1.90673,50,5.1052,3.92207,-131.82271,-4.81881,-17.1092,29.69005,-17.90091,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,0c133d60-154c-11ef-8e6c-cd53dcddf2e2,90.04028,,,8.24175,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,23:03.0,2024-05-18T12:23:02.9967576-07:00,2024-05-18T19:23:02.9967576Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,9bd8a425-3f00-4a6d-904e-8714d0d31e73,54.41539,-132.81345,14.84503,5.25604,-4.22147,-8.95045,-2.04713,4.493,-8.5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,225.810494,10.613667,2260.283905,0.982891,1:30,-0.185861,-0.710299,-0.678919,-31.189595,-31.701213,-27.801636,167.145758,15.492544,0.214388,0.267113,-0.939515,15.870951,12.379632,0.267113,0.214388,0.939515,-15.870951,-12.379632,-0.267113,-0.214388,0.939515,-167.145758,-15.492544,-0.214388,-0.267113,-0.939515
36,5/18/2024,23:18.0,1,3,"Speshyock, Ryan",800631,Right,STA_CAR,"Salgado, AJ",1000213082,Left,UCLA,Undefined,1,Bottom,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.43848,0.785433,-1.801491,1267.184911,274.625472,3:15,5.20867,2.01531,6.78999,-45.95156,0.35874,13.82835,2.09678,1.5226,70.06837,-7.825753,0.725244,0.48979,,,,,,,,,,,,-7.79284,0.47583,-1.90244,50,5.2434,3.04418,-111.16434,0.31126,-9.70721,20.77026,-31.58134,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,15132a10-154c-11ef-8e6c-cd53dcddf2e2,76.95629,,,6.37011,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,23:18.0,2024-05-18T12:23:18.0281048-07:00,2024-05-18T19:23:18.0281048Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,2f453791-aea7-4c16-88a5-8b78f90c8203,53.71324,-111.85598,10.38513,5.21552,1.36291,-15.79067,-2.00919,3.36743,-4.85361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,252.36787,5.787646,1260.725405,0.994902,2:30,-0.123247,-0.946691,-0.297633,77.447201,34.15001,71.604083,90.692061,37.488839,0.793414,0.608607,-0.009584,89.097822,52.505713,0.608607,0.793414,0.009584,-89.097822,-52.505713,-0.608607,-0.793414,0.009584,-90.692061,-37.488839,-0.793414,-0.608607,-0.009584
37,5/18/2024,23:36.0,1,4,"Speshyock, Ryan",800631,Right,STA_CAR,"Salgado, AJ",1000213082,Left,UCLA,Undefined,1,Bottom,0,1,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.73445,-1.089343,-2.535396,1317.062364,260.619049,2:45,5.23997,2.14724,6.6239,-40.92498,3.92732,15.49454,0.83086,1.11509,71.79595,-8.713269,0.287573,0.482019,,,,,,,,,,,,-8.81804,2.82063,-1.98068,50,5.1496,4.48723,-113.0128,-3.26263,-11.42784,20.19682,-28.51861,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,1fcb4e10-154c-11ef-8e6c-cd53dcddf2e2,78.19704,,,5.9385,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,23:36.0,2024-05-18T12:23:36.0328920-07:00,2024-05-18T19:23:36.0328920Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,d1b47290-9ed3-4665-8c0c-48eebf6bf4dc,53.88001,-113.70409,10.09841,5.24456,-2.2865,-14.2593,-2.14096,4.87838,-5.71392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,247.57264,9.627296,1298.513485,0.985916,2:15,-0.166375,-0.91436,-0.36914,91.742025,38.749746,75.186208,96.530995,29.447593,0.865155,0.491627,-0.099046,78.60934,59.900366,0.491627,0.865155,0.099046,-78.60934,-59.900366,-0.491627,-0.865155,0.099046,-96.530995,-29.447593,-0.865155,-0.491627,-0.099046
38,5/18/2024,24:12.5,1,5,"Speshyock, Ryan",800631,Right,STA_CAR,"Salgado, AJ",1000213082,Left,UCLA,Undefined,1,Bottom,0,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.45235,-0.535878,-3.396794,2401.748491,206.988528,1:00,5.3409,2.2049,6.38474,-12.71788,19.77871,9.49142,3.78722,-0.1327,83.38733,-3.03853,-1.682237,0.410289,,,,,,,,,,,,-5.94032,10.74981,-1.96377,50,5.29581,7.54691,-134.02387,-1.53296,-10.68271,32.0184,-12.8422,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,3572d2b0-154c-11ef-8e6c-cd53dcddf2e2,91.86791,,,9.06502,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,24:12.5,2024-05-18T12:24:12.4650000-07:00,2024-05-18T19:24:12.4650000Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,7b92303a-a8a2-4f73-8152-36ce831df3ca,54.11421,-135.00318,16.0092,5.33669,-1.14017,-6.4211,-2.19959,7.87365,-5.34136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43938,2.929709,1.912986,1.016724,-2.21156,3.58766,0.23552,-1.72809,4.36717,-2.36394,78.21637,8.13013,-46.56858,-1.6646,83.88859,-5.20456,4.48852,19.69752,-15.79137,-2.47149,-48.96239,5.44851,High,High,High,,,High,High,High,222.40345,25.886421,2160.760101,0.899661,1:30,-0.4695,-0.61074,-0.637625,-46.562369,25.499606,-12.299253,178.713693,-2.385071,0.022429,-0.041615,-0.998882,2.385671,-1.285193,0.041615,-0.022429,0.998882,-2.385671,1.285193,-0.041615,0.022429,0.998882,-178.713693,2.385071,-0.022429,0.041615,-0.998882
39,5/18/2024,24:45.1,2,1,"Speshyock, Ryan",800631,Right,STA_CAR,"Landis, Quintt",1000078207,Right,UCLA,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.79872,-2.892277,-3.632094,2267.215025,221.721741,1:30,5.28759,2.00856,6.2719,-17.20737,15.86524,13.12245,1.17956,-0.25089,83.32841,-6.179703,-1.265565,0.41391,,,,,,,,,,,,-7.9291,9.45689,-1.74576,50,5.06457,7.89947,-132.95995,-7.21938,-14.07628,30.71611,-15.38558,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,48ec2cb0-154c-11ef-8e6c-cd53dcddf2e2,91.06437,,,8.47031,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,24:45.1,2024-05-18T12:24:45.1419352-07:00,2024-05-18T19:24:45.1419352Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,f4f802a5-dca6-41a7-ba31-e0673a1c6c7a,54.23059,-133.93372,15.35806,5.28571,-6.73162,-7.69279,-2.00326,8.34572,-7.03814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,224.057522,21.282269,2112.599117,0.931804,1:30,-0.371564,-0.665447,-0.647395,-25.877275,36.662549,28.793328,172.423657,-1.813865,0.131781,-0.031653,-0.990773,1.829828,-7.572525,0.031653,-0.131781,0.990773,-1.829828,7.572525,-0.031653,0.131781,0.990773,-172.423657,1.813865,-0.131781,0.031653,-0.990773
40,5/18/2024,25:00.0,2,2,"Speshyock, Ryan",800631,Right,STA_CAR,"Landis, Quintt",1000078207,Right,UCLA,Undefined,1,Bottom,1,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.07515,-1.626322,-3.432139,2314.47944,218.459053,1:15,5.35836,2.15911,6.04056,-18.11623,14.85828,10.93355,2.33967,-0.11158,83.81439,-5.062291,-1.468938,0.413295,81.26748,62.487101,44.06554,5018.572376,48.04052,129.29757,98.955,170.61728,93.40727,67.591918,5.650247,-6.64819,8.45315,-1.897,50,5.22145,7.54367,-133.50144,-4.35362,-11.94864,29.84852,-16.98139,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,51cde300-154c-11ef-8e6c-cd53dcddf2e2,91.19977,131.33038,,8.26076,,,,1.67606,2.58103,0.03529,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,25:00.0,2024-05-18T12:24:59.9547096-07:00,2024-05-18T19:24:59.9547096Z,Popup,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,f0f3be83-043c-434f-866a-db91c663e17d,54.46232,-134.49543,14.92426,5.35702,-3.78812,-8.4907,-2.15484,7.94158,-5.97432,,1.65972,39.6735,-16.56891,4.01752,0.3801,-0.69294,0.22124,-0.03013,0.00153,2.60057,105.3449,-25.60238,0.83668,1.15697,-0.60039,0.13787,-0.0155,0.00068,0.06002,37.89099,0.05282,-2.47028,1.39526,-0.40423,0.06032,-0.00417,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,224.740937,18.928882,2189.316926,0.945922,1:30,-0.345042,-0.674775,-0.652399,-42.497177,-16.346809,-10.299381,156.515669,8.841765,0.393763,0.153706,-0.90627,9.625939,23.188832,0.153706,0.393763,0.90627,-9.625939,-23.188832,-0.153706,-0.393763,0.90627,-156.515669,-8.841765,-0.393763,-0.153706,-0.90627
41,5/18/2024,25:27.3,2,3,"Speshyock, Ryan",800631,Right,STA_CAR,"Landis, Quintt",1000078207,Right,UCLA,Undefined,1,Bottom,1,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.17485,0.024789,-2.502795,2582.474219,78.558621,8:30,5.27362,2.09756,5.78106,-42.42534,-0.63606,-9.7676,1.76126,-1.04671,75.26719,-7.756283,-4.250708,0.465269,,,,,,,,,,,,4.26067,0.04339,-1.8848,50,5.25,5.59327,-119.25303,-1.36795,6.09614,24.31028,-32.11197,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,6223b5e0-154c-11ef-8e6c-cd53dcddf2e2,81.0122,,,6.90766,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,25:27.3,2024-05-18T12:25:27.3332952-07:00,2024-05-18T19:25:27.3332952Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,cd82a01c-26e9-49d5-bdf1-9ffd51f2872e,54.7227,-120.21191,12.15514,5.27898,-0.10133,-16.05598,-2.10067,5.35281,3.04807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,149.440484,80.066696,445.481164,0.172502,11:00,-0.990518,0.088132,-0.105388,55.611278,32.223775,73.733834,173.340182,-23.118488,0.106661,-0.392634,-0.913489,23.258899,-6.122864,0.392634,-0.106661,0.913489,-23.258899,6.122864,-0.392634,0.106661,0.913489,-173.340182,23.118488,-0.106661,0.392634,-0.913489
42,5/18/2024,25:44.2,2,4,"Speshyock, Ryan",800631,Right,STA_CAR,"Landis, Quintt",1000078207,Right,UCLA,Undefined,1,Bottom,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.90079,-1.272949,-3.787188,2234.957273,205.969967,12:45,5.40871,1.92841,6.48529,-12.1041,19.81493,9.12835,3.22846,-0.79334,84.28371,-3.652655,-2.136303,0.406627,,,,,,,,,,,,-5.86666,11.03583,-1.66552,50,5.31323,8.53797,-134.70694,-3.26212,-10.71557,30.88902,-12.01678,UCLA,STA_CAR,UCLA,D1,PAC12,20240518-UCLA-1,6c27a510-154c-11ef-8e6c-cd53dcddf2e2,92.69537,,,8.61708,,,,,,,4b2a31fb-877c-41fc-93eb-e9bad04fd929,5/18/2024,25:44.2,2024-05-18T12:25:44.2194648-07:00,2024-05-18T19:25:44.2194648Z,,v3,5048,471454,18 May 2024 15:00-stanford@ucla,"Saum, Charlie",691793,Right,STA_CAR,0fd7bb2a-2e4c-4bfd-b517-d6a50ec15871,54.01572,-135.62464,15.44451,5.40484,-2.9051,-6.00839,-1.92391,8.85633,-5.35779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,218.56975,21.411716,2080.703165,0.930981,1:15,-0.399391,-0.588403,-0.703043,-31.781591,30.042497,11.553727,174.921936,-1.889983,0.088465,-0.03298,-0.995533,1.897425,-5.075294,0.03298,-0.088465,0.995533,-1.897425,5.075294,-0.03298,0.088465,0.995533,-174.921936,1.889983,-0.088465,0.03298,-0.995533
